Document Title,Authors,Author Affiliations,Publication Title,Publication Year,Venue Key,Venue Rank,IC Domain,Abstract,DOI,PDF Link,Source URL,IEEE Article Number,Quality Score,Collection Method,Download Status,Article Citation Count
An 18.4Gb/s/pin Simultaneous Bidirectional Transceiver for Post HBM4 Using 4-Phase Hybrid Timing Alignment and Dual Equalization in 1b-nm DRAM Technology,Minchang Kim; Hankyu Chi; Sooncheol Kwon; Icsu Oh; Seulgi Kim; Heewoong Song; Daeho Yun; Jaehong Jeong; Daejoon Kim; Kichul Hong; Jeonghyun Park; Woo-Seok Choi; Hae-Kang Jung; Inchul Jeong; Hyungsoo Kim; Jonghwan Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349380,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349380,https://doi.org/10.1109/a-sscc67472.2025.11349380,11349380,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
An 8-32 V-Input SiP-Integrated 58 W/15A Octuple-StepDown Resonant Converter with Soft-Input/-Output Conduction and ZVS Using 4-Phase Coupled Inductor,Jiahao Shi; Xiangan You; Qiaobo Ma; Jian Song; Xiongjie Zhang; Qidong Wang; Yang Jiang; Rui P. Martins; Pui-In Mak,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349492,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349492,https://doi.org/10.1109/a-sscc67472.2025.11349492,11349492,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
An 80.2dB-SNDR 15MHz-BW 4th-Order Noise-Shaping Pipeline SAR ADC Based on Sturdy MASH Topology,Qihui Zhang; Yan Zhu; R. P. Martins; Chi-Hang Chan,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349623,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349623,https://doi.org/10.1109/a-sscc67472.2025.11349623,11349623,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
An 800 MS/s 13b 2x TI Pipelined SAR ADC Using Rapid Digital Amplification with Residue-Aware Reference,Peizhe Li; Danfeng Zhai; Chixiao Chen; Wenning Jiang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349619,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349619,https://doi.org/10.1109/a-sscc67472.2025.11349619,11349619,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
An Aging-Robust 32MHz RC Frequency Reference with 0.4ppm Allan Deviation and ±1550ppm Inaccuracy from -40°C to 125°C after a 1-Point Trim,Sining Pan; Junlong Zeng; Xiaohan Liu; Yihang Cheng; Kofi. A. A. Makinwa; Huaqiang Wu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349560,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349560,https://doi.org/10.1109/a-sscc67472.2025.11349560,11349560,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
An Efficient FPGA Accelerator with Spatiotemporal Tubelet Merging for Video Transformers,Hangyeol Kim; Joo-Young Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349545,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349545,https://doi.org/10.1109/a-sscc67472.2025.11349545,11349545,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
An Energy-Efficient 4th-Order CT Delta-Sigma ADC with Time-Interleaved Analog-CIFF-Assisted Digital-EF NSSAR Quantizer,Chih-Kai Chang; Hsin-Shu Chen,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349389,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349389,https://doi.org/10.1109/a-sscc67472.2025.11349389,11349389,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"An Interference-Robust Direct Time-Multiplexed, Direct Digitization Wideband Neural Frontend with Noiseless Active Feedforward Common Mode Suppression Up to 700mV Achieving 119-dB CMRR",Joongyu Kim; Minjae Kim; Jeongho Choi; Jongcheon Lim; John P Seymour; Sung-Yun Park,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349590,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349590,https://doi.org/10.1109/a-sscc67472.2025.11349590,11349590,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"An area-efficient, DTC-less fractional-N sampling PLL achieving 140 fs RMS jitter and -66.3dBc fractional spur",Hyogyoung An; Hyeonjun Nam; Changmin An; Heein Yoon,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc67472.2025.11349542,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349542,https://doi.org/10.1109/a-sscc67472.2025.11349542,11349542,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Analog Signature for Physically-Secure Sensor Platform,Ruochen Wang; Tetsuya Hirose; Jun Shiomi; Yoshihiro Midoh; Takuji Miki; Makoto Nagata; Noriyuki Miura,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349413,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349413,https://doi.org/10.1109/a-sscc67472.2025.11349413,11349413,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
BIONIC: A 64-Core SNN/RISC-V Reconfigurable Processor with Hybrid On-Chip Learning Achieving 0.62 pJ/SOP and >99% Core Utilization,Wei Liu; Yue Liu; Bo Li; Ningyuan Yin; Jilong Luo; Yinsheng Chen; Zhiyi Yu; Shanlin Xiao,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349559,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349559,https://doi.org/10.1109/a-sscc67472.2025.11349559,11349559,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Birch: A Real-Time Accelerator for Multi-Task Mixed-Domain Extended Reality Perception Workloads,Kathleen Feng; Kai Bartolone; Kartik Prabhu; Brianna McColm; Xingyu Ni; Siddhant Gupta; Priyanka Raina,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349641,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349641,https://doi.org/10.1109/a-sscc67472.2025.11349641,11349641,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
Bond behaviour of GFRP bars embedded in PVA fibre-reinforced seawater sea-sand cementitious composite (PVA-SSCC) up to 180 days,Wen Sun; Peixuan Lin; Yu Zheng; Linzhu Zhou; Lifei Zhang; Linzhu Sun; Dongmin Wang,China University of Mining and Technology; Wenzhou University; Dongguan University of Technology,Construction and Building Materials,2025,ASSCC,A,General IC,,10.1016/j.conbuildmat.2025.144722,https://doi.org/10.1016/j.conbuildmat.2025.144722,https://doi.org/10.1016/j.conbuildmat.2025.144722,,81.2,venue_year_search:2025,open_pdf_available,1
CENTAUR: A 38.5-TFLOPS/W 600MHz Floating-Point Digital Compute-In-Memory Engine with 40nm Fusion RRAM-eDRAM Macros Featuring 3D-MAC Operation,Luqi Zheng; Amir Massah Bavani; Shuting Du; Te-Yu Hsin; Mufeng Chen; Win-San Khwa; Ashwin Lele; Harry Chuang; Yu-Der Chih; Meng-Fan Chang; Haitong Li,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349414,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349414,https://doi.org/10.1109/a-sscc67472.2025.11349414,11349414,131.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
Critical-Timing-Relaxed pre-Decision Feedforward Equalizer for High-Speed DSP-based Wireline Receiver using Hardware-in-the-Loop Verification on RF-SoC,Sang-Hyeon Ok; Jae-Geon Lee; Kwang-Ho Lee; Haram Ju; Gyu-Seob Jeong; Woorham Bae; Min-Seong Choo,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349558,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349558,https://doi.org/10.1109/a-sscc67472.2025.11349558,11349558,121.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
EMO-CIM: An Input/Stationary-Data Similarity-Aware Computing-In-Memory Macro for Variable Vector-Wise Computation in Edge Multi-Operator Al Acceleration,Bo Wang; Feiran Liu; Yuchen Tang; Yuchen Ma; Xiaoxue Zhong; Defa Wu; Yuhui Shi; Tianzhu Xiong; An Guo; Xin Si; Jun Yang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349443,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349443,https://doi.org/10.1109/a-sscc67472.2025.11349443,11349443,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
EdgeFTX: A 22 nm 3.6 mW Edge Attention-Free Transformer Accelerator with Non-Blocking Scheduling,Mingbo Hao; Ruidong Li; Zhihao Yan; Tuo Li; Guoqing Li; Kaiyue Yang; Cai Li; Weiwei Shan,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349566,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349566,https://doi.org/10.1109/a-sscc67472.2025.11349566,11349566,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"FPGA Accelerator for 398bit, (2,2)-Isogeny Based PostQuantum Cryptography",Kosei Nakamura; Makoto Ikeda,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349516,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349516,https://doi.org/10.1109/a-sscc67472.2025.11349516,11349516,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Garnet: A 10.1 mJ/iter 3DGS Modeling Accelerator with Gradient Similarity-based Skipping and Unified Volume Rendering Core,Jongjun Park; Seryeong Kim; Seokchan Song; Wonhoon Park; Junha Ryu; Hoi-Jun Yoo,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349567,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349567,https://doi.org/10.1109/a-sscc67472.2025.11349567,11349567,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"Lemem: A 179.8TFLOPS/W, 24.21TFLOPS Learning-In-Memory Processor with Layer-Fused Forward/Backward Pipeline for Edge DNN/SNN Training/Inference",Fengshi Tian; Kunming Shao; Jiakun Zheng; Zilu Liu; Hui Wu; Zhipeng Liao; Jingyu He; Xihao Guan; Pingcheng Dong; Chaoming Fang; Ziyang Shen; Shiqi Zhao; Jie Yang; Mohamad Sawan; Chi-Ying Tsui; Kwang-Ting Tim Cheng,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349463,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349463,https://doi.org/10.1109/a-sscc67472.2025.11349463,11349463,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
LoRA-CIM: A Fully-Digital Hybrid Flash-SRAM CIM Accelerator with LoRA Fine-Tuned LLM in Edge Devices,Zhiwang Guo; Taoran Shen; Jinbei Fang; Jingwen Jiang; Deyang Chen; Hong Nie; Jianguo Yang; Xiaoyong Xue; Xiaoyang Zeng,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349592,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349592,https://doi.org/10.1109/a-sscc67472.2025.11349592,11349592,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Low-latency FPGA Design of Attribute-based Encryption Accelerator over BLS12-381 Curve,Anawin Opasatian; Momoko Fukuda; Makoto Ikeda,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349596,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349596,https://doi.org/10.1109/a-sscc67472.2025.11349596,11349596,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
MIDAS: An Energy-Efficient Microscaling Digital Compute-In-Memory-Based Accelerator with Spatio-Temporal Cyclic Alignment for Generative AI Inference,Jiwon Choi; Seongyon Hong; Wooyoung Jo; Wonhoon Park; Sunjoo Whang; Sangjin Kim; Hoi-Jun Yoo,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349585,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349585,https://doi.org/10.1109/a-sscc67472.2025.11349585,11349585,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
MoDiff: A 11.0 TOPS/W Diffusion Accelerator with Temporal Data Reuse for Real-Time Text-to-Motion Generation,Jieon Yoon; Sungwoong Yune; Hangyeol Lee; Adiwena Putra; Jaehoon Heo; Joo-Young Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349386,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349386,https://doi.org/10.1109/a-sscc67472.2025.11349386,11349386,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
MobileSplat: A 105 FPS 3D Gaussian Splatting Rendering FPGA Processor with Mixed Precision Computation Path and Pre-culling Architecture,Cheng Nian; Xiaorui Mo; Jiaqi Zhang; Jiaying Peng; Fasih Ud Din Farrukh; Liang Lu; Fei Chen; Chun Zhang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349500,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349500,https://doi.org/10.1109/a-sscc67472.2025.11349500,11349500,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
"Multi-band LPWAN Transceiver with Two-step Wake-up Receiver and Switched Capacitor PA Based Transmitter Achieving -125 dBm sensitivity, 6.7 uW at 1 s wake-up latency, and 1 Mbps BFSK modulation",Thinh Tran-Dinh; Hafiz Usman Mahmood; Jinglong Xu; Keun-Mok Kim; Kyung-Sik Choi; Jaeheon Lee; Jinho Ko; Sang-Gug Lee; Jusung Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349580,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349580,https://doi.org/10.1109/a-sscc67472.2025.11349580,11349580,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
Multiparameter-Adaptive Hill-Climbing MPPT Based on Current Accumulation for Capacitor-Free Full Bridge Rectifier in Piezoelectric Energy Harvesting System,Xiudeng Wang; Chenyu Pan; Libo Qian; Yinshui Xia; Huakang Xia; Zhangming Zhu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Power Management,,10.1109/a-sscc67472.2025.11349523,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349523,https://doi.org/10.1109/a-sscc67472.2025.11349523,11349523,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Neural Miner: A 0.12mm 3 /channel 1.18μVrms Stretchable 16-Channel Wireless Neural Recording System-on-Probe,Tao Tang; Wei Ling; Shijia Ren; Zhengjie Xu; Yangzhi Li; Chang Wang; Feng Wang; Xinyao Tong; Xiu Zhang; Junchen Liu; Kedi Xu; Hu Tao,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/a-sscc67472.2025.11349449,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349449,https://doi.org/10.1109/a-sscc67472.2025.11349449,11349449,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
On-Chip Surround Power Delivery Using 25-Ratio SC DCDC Converter with 0.35-3.3V Output Range Achieving 92.3% Peak Efficiency,Xuchu Mu; Yang Jiang; Xin Ming; Bo Zhang; Rui P. Martins; Pui-In Mak,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349501,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349501,https://doi.org/10.1109/a-sscc67472.2025.11349501,11349501,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Optimizing SRAM Architecture for Arm GPU: A Case Study in the Role of Circuit-Microarchitecture Co-Design in Post-Moore Era,Rahul Mathur; Andy Chen; Haidong Huang; Isidoros Sideris; Rajiv Sisodia; Ambavaram Reddy; Nikhil Gutti; Antonio Cubeta; Yk Chong,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349387,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349387,https://doi.org/10.1109/a-sscc67472.2025.11349387,11349387,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
PDAcc: A 541 Tokens/s@Llama-1.2B Effective Throughput Prefill-Decode Disaggregated MCM-based Accelerator for Multi-task Large Language Model Applications,Huanyu Wang; Yang Wang; Jiaxin Yang; Shaojun Wei; Yang Hu; Shouyi Yin,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349430,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349430,https://doi.org/10.1109/a-sscc67472.2025.11349430,11349430,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Simultaneous Ultrasound Powering and Communication System with Adaptive Backscatter Modulation for Bio Implants,Conghao Gao; Weiran Chen; Zhenghao Li; Yiqing Lan; Zhengke Yang; Chenyuan Zhang; Xuye Wang; Yida Li; Yipeng Lu; Longyang Lin; Jiamin Li,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/a-sscc67472.2025.11349554,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349554,https://doi.org/10.1109/a-sscc67472.2025.11349554,11349554,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
Verifica: A 65nm In-Memory Symbolic Interval Computing Accelerator for a Formal Neural Network Verification,Edward Choi; Chaeyun Shim; Byeongseon Choi; Jiho Chun; Minkyu Je; Bongjin Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349404,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349404,https://doi.org/10.1109/a-sscc67472.2025.11349404,11349404,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
Wideband linearity enhancement technique using Source Follower (SF) feedforward distortion cancellation with GaN technology,Jungyeon Jo; Deokyoung Kim; Sanghun Lee; Tae Wook Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349363,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349363,https://doi.org/10.1109/a-sscc67472.2025.11349363,11349363,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"Grow, Lead, Thrive: Things You Didn’t Learn in School: IIEEE A-SSCC 2025 Young Professionals and Women in Circuits Mentoring Event [Society News]",Xiyuan Tang; Kazuko Nishimura; Ping-Hsuan Hsieh; Zeynep Toprak Deniz,,IEEE Solid-State Circuits Magazine,2026,ASSCC,A,Digital IC & Architecture,,10.1109/mssc.2025.3637412,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=3637412,https://doi.org/10.1109/mssc.2025.3637412,3637412,91.5,venue_year_search:2026,publisher_pdf_requires_session,0
LEAP at A-SSCC 2025 Was a Success [Society News],Milin Zhang; Kazuko Nishimura; Ping-Hsuan Hsieh,,IEEE Solid-State Circuits Magazine,2026,ASSCC,A,Digital IC & Architecture,,10.1109/mssc.2025.3642039,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=3642039,https://doi.org/10.1109/mssc.2025.3642039,3642039,91.5,venue_year_search:2026,publisher_pdf_requires_session,0
A Theoretical Model for Characterizing the Internal Contact of the CICC Strands under Axial Strain,Shuai Dong; Ze Jing; Huadong Yong; Youhe Zhou,Lanzhou University; Xidian University,Acta Mechanica Solida Sinica,2016,CICC,S,General IC,"A theoretical model is proposed to calculate the internal contact distributions and contact forces of a 3×4×4×4 twisted Nb3Sn cable under applied axial strain. The critical current density reduction of the whole cable can be calculated. The thin rod theory is employed to analyze the mechanical behavior of each strand. According to the regular helical structure, the contact distribution of each strand is obtained, and the contact force in the cable is analyzed. At last, a prediction about the critical current density of the twisted cable is made. The results show that decreasing the pitch length can reduce the contact forces between strands.",10.1016/s0894-9166(16)30264-6,https://doi.org/10.1016/s0894-9166(16)30264-6,https://doi.org/10.1016/s0894-9166(16)30264-6,,86.5,venue_year_search:2016,open_pdf_available,13
AC Coupling Losses in CICCs: Analytical Modeling at Different Stages,Alexandre Louzguiti; L. Zani; D. Ciazynski; B. Turck; J.L. Duchateau; A. Torre; Frédéric Topin,Centre National de la Recherche Scientifique; Aix-Marseille Université; Commissariat à l'Énergie Atomique et aux Énergies Alternatives; CEA Cadarache; Château Gombert; Institut Universitaire des Systèmes Thermiques Industriels; Institut de Recherche sur la Fusion par confinement Magnétique,IEEE Transactions on Applied Superconductivity,2016,CICC,S,General IC,"Cable-in-conduit conductors (CICCs) are composed of a large number of strands (superconducting composites and copper strands) twisted together in several stages with different twist pitches. They are widely used in large fusion tokamaks such as JT-60SA or ITER. However, because of their complex transposed geometry at a strand scale, the knowledge of ac coupling losses in these conductors is limited and still has some improvement margins to capture its complexity while the prediction of their behavior under transient regimes (e.g., central solenoid) is of first importance to assess a safe operation in tokamaks. Consequently, we have carried out an in-depth theoretical generic study of a single stage of a CICC and analytically derived the expression of coupling losses using physical parameters (time constant and partial shielding coefficient) determined from electromagnetic and geometrical properties. Our approach has been inspired by the MPAS model (extensively used on the experimental ITER database) but starts from the analytical description of a single stage and aims at reaching the CICC scale in an iterative way.",10.1109/tasc.2016.2643283,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=2643283,https://doi.org/10.1109/tasc.2016.2643283,2643283,86.3,venue_year_search:2016,publisher_pdf_requires_session,8
